Journals,Links
"Journal of Advanced Studies in Agricultural, Biological and Environmental Sciences",http://jabe.in/
Journal of Advanced Veterinary and Animal Research,http://bdvets.org/JAVAR/index.html
Journal of Advances in Civil Engineering,http://djcivil.org/
Journal of Advances in Electronics and Communication Engineering,http://www.djjames.org/
Journal of Advances in Information Technology,http://www.jait.us/
Journal of Advances in Internal Medicine,http://www.aimjournal.org/index.php
Journal of Advances in Mathematics and Computer Science,https://www.journaljamcs.com/index.php/JAMCS/index
Journal of Advances in Medicine and Medical Research,https://www.journaljammr.com/index.php/JAMMR
Journal of Advances in Science and Technology,http://www.jadbm.com/
Journal of Advances in Social Science and Humanities,http://www.jassh.in/index.php/jassh
Journal of Ageing and Longevity,https://www.mdpi.com/journal/jal
Journal of Agricultural Chemistry and Environment,https://www.scirp.org/journal/jacen
Journal of Agriculture & Life Sciences,http://www.jalsnet.com/
"Journal of Agriculture, Forestry & Environmental Sciences",http://jafes.eduved.org/
Journal of American Academic Research,http://www.american-journals.com/
Journal of American Physicians and Surgeons,http://www.jpands.org/
Journal of Anaesthesia and Critical Care Case Reports,http://jaccr.com/
Journal of Analytical Research,http://www.researchanalytica.com/index.php
"Journal of Analytical Sciences, Methods and Instrumentation",https://www.scirp.org/journal/jasmi
Journal of Animal and Plant Sciences,http://www.m.elewa.org/JAPS/
Journal of Animal and Poultry Sciences,http://www.japsc.com/
Journal of Applicable Chemistry,http://www.joac.info/
Journal of Applied Biology & Biotechnology,http://jabonline.in/
"Journal of Applied Bio-Science, Medicine, and Biology",http://jabs.eu5.org/
Journal of Applied Economics and Business,http://www.aebjournal.org/index.php
Journal of Applied Linguistics (Dubai),http://www.iaajs.com/jal/
Journal of Applied Linguistics and Language Research,http://www.jallr.com/index.php/JALLR
Journal of Applied Management and Investments,http://www.jami.org.ua/
Journal of Applied Mathematics and Physics,https://www.scirp.org/journal/jamp
Journal of Applied Pharmaceutical Science,http://www.japsonline.com/index.php
Journal of Applied Pharmacy,http://japharmacy.com/master/Default.aspx
Journal of Arts and Humanities,http://theartsjournal.org/index.php/site
"Journal of Arts, Literature, Humanities and Social Sciences",http://www.jalhss.com/index.php/jalhss
Journal of Automation and Control Engineering,http://www.joace.org/
Journal of Ayurveda and Holistic Medicine,http://www.jahm.in/
Journal of Ayurveda and Integrated Medical Sciences,http://www.jaims.in/index.php/jaims
Journal of Basic and Environmental Sciences,http://jbesci.org/
Journal of Behavioral and Brain Science,https://www.scirp.org/journal/jbbs
Journal of Behavioral Health,http://www.scopemed.org/?jid=57
Journal of Behavioral Sciences in Asia,http://www.joursa.com/
Journal of Bio Innovation,http://www.jbino.com/index.htm
Journal of Biological and Scientific Opinion,http://www.jbsoweb.com/
Journal of Biological Sciences and Medicine,http://www.jbscim.com/
Journal of Biomaterials and Nanobiotechnology,https://www.scirp.org/journal/jbnb
Journal of Biomedical and Pharmaceutical Research,http://jbpr.in/index.php/jbpr
Journal of Biomedical Science and Engineering,https://www.scirp.org/journal/jbise
Journal of Biophysical Chemistry,https://www.scirp.org/journal/jbpc
Journal of Bioscience and Technology,http://www.jbstonline.com/
Journal of Biosciences and Medicines,https://www.scirp.org/journal/jbm
Journal of Biospectracal,http://journalofbiospectracal.com/
Journal of Building Construction and Planning Research,https://www.scirp.org/journal/jbcpr
Journal of Business & Economic Policy,http://www.jbepnet.com/
Journal of Business Management and Applied Economics,http://jbmae.scientificpapers.org/
Journal of Business Management and Economic Studies,http://www.jbmes.com/index.html
Journal of Business Studies Quarterly,http://jbsq.org/
Journal of Cancer Therapy,https://www.scirp.org/journal/jct
Journal of Cardiovascular Development and Disease,https://www.mdpi.com/journal/jcdd
Journal of Chemical and Pharmaceutical Research,http://jocpr.com/
Journal of Chemical and Pharmaceutical Sciences,http://jchps.com/
"Journal of Chemical, Biological and Physical Sciences",http://www.jcbsc.org/index.php
Journal of Clean Energy Technologies,http://www.jocet.org/
Journal of Clinical & Translational Ophthalmology,https://www.mdpi.com/journal/jcto
Journal of Clinical and Analytical Medicine,http://www.jcam.com.tr/en/index.php
Journal of Clinical and Medical Images,https://www.clinandmedimages.com/
Journal of Clinical Medicine,https://www.mdpi.com/journal/jcm
Journal of Coastal Life Medicine,http://jclmm.com/
"Journal of Communications Technology, Electronics and Computer Science",https://www.jctecs.com/index.php/com
Journal of Composites Science,https://www.mdpi.com/journal/jcs
Journal of Computer and Communications,https://www.scirp.org/journal/jcc
Journal of Computers,http://www.jcomputers.us/
Journal of Computing,http://www.journalofcomputing.org/
Journal of Computing Technologies,http://jctjournals.com/
Journal of Contemporary Issues in Business Research,http://jcibr.webs.com/
Journal of Contemporary Management Sciences,http://jmsciences.com/Presentation/Client/Home.aspx
Journal of Contemporary Medical Education,http://www.scopemed.org/?jid=63
"Journal of Cosmetics, Dermatological Sciences and Applications",https://www.scirp.org/journal/jcdsa
Journal of Cosmology,http://journalofcosmology.com/
Journal of Crystallization Process and Technology,https://www.scirp.org/journal/jcpt
Journal of Current Pharma Research,http://www.cpronline.in/
Journal of Current Research in Science,http://www.jcrs010.com/
Journal of Current Trends in Big Data Analytics,http://jctbda.ijkie.org/index.html
Journal of Cybersecurity and Privacy,https://www.mdpi.com/journal/jcp
Journal of Data Analysis and Information Processing,https://www.scirp.org/journal/jdaip
Journal of Developmental Biology,https://www.mdpi.com/journal/jdb
Journal of Diabetes Mellitus,https://www.scirp.org/journal/jdm
Journal of Drug Discovery and Therapeutics,http://jddt.in/index.php/jddt
Journal of Economics and Banking,http://journals.ke-i.org/index.php/econ
Journal of Economics and Engineering,http://www.eu-print.org/iqt.php
Journal of Economics and Political Economy,http://www.ijepe.com/index.php/JEPE
"Journal of Economics, Business and Management",http://joebm.com/
Journal of Education & Social Policy,http://www.jespnet.com/
Journal of Education and Social Science,http://jesoc.com/
Journal of Education and Sociology,http://www.eu-print.org/teh.php
Journal of Electrical Engineering,http://www.jee.ro/index.php
Journal of Electrical Engineering and Science,http://djeee.org/
Journal of Electromagnetic Analysis and Applications,https://www.scirp.org/journal/jemaa
Journal of Electronics Cooling and Thermal Control,https://www.scirp.org/journal/jectc
Journal of ELT and Applied Linguistics,http://www.jeltal.com/
Journal of Emerging Trends in Computing and Information Sciences,http://cisjournal.org/
Journal of Encapsulation and Adsorption Sciences,https://www.scirp.org/journal/jeas
Journal of Engineering and Applied Mathematics,http://djmaths.org/
Journal of Engineering Innovation & Research,http://jeir.org/
Journal of Engineering Technology,http://www.joetsite.com/
Journal of English Language and Literature,http://joell.in/
Journal of English Language Teaching and Linguistics,http://jeltl.org/
Journal of Entomology and Zoology Studies,http://entomoljournal.com/
Journal of Environment and Life Sciences,http://www.imedpharm.com/journals/index.php/JELS/index
Journal of Environmental and Occupational Science,http://www.jenvos.com/
Journal of Environmental Biology,http://www.jeb.co.in/
Journal of Environmental Hydrology,http://www.hydroweb.com/journal-hydrology.html
Journal of Environmental Nanotechnology,http://www.nanoient.org/journal-of-environmental-nanotechnology.php
Journal of Environmental Protection,https://www.scirp.org/journal/jep
Journal of Environmental Research and Development,http://www.jerad.org/
"Journal of Environmental Science, Computer Science and Engineering & Technology",http://www.jecet.org/
Journal of Evidence Based Medicine and Healthcare,http://www.jebmh.com/index.php
Journal of Evolution of Research in Dermatology and Venerology,http://www.jerdv.com/
Journal of Evolution of Research in Human Physiology,http://www.jerhp.com/
Journal of Evolution of Research in Medical Microbiology,http://jermm.com/index.php
Journal of Evolution of Research in Medical Pharmacology,http://www.jermp.com/index.php
Journal of Evolution of Research in Paediatrics and Neonatology,http://www.jerpn.com/
Journal of Excellence in Computer Science and Engineering,http://djcse.in/
Journal of Experimental and Theoretical Analyses,https://www.mdpi.com/journal/jeta
Journal of Experimental Biology and Agricultural Sciences,http://www.jebas.org/
Journal of Experimental Sciences,http://jexpsciences.com/
Journal of Financial Education,http://jfedweb.org/jfedpage.html
Journal of Financial Risk Management,https://www.scirp.org/journal/jfrm
Journal of FisheriesSciences.com,http://www.fisheriessciences.com/
"Journal of Flow Control, Measurement & Visualization",https://www.scirp.org/journal/jfcmv
"Journal of Food, Agriculture and Environment",http://world-food.net/products/scientific-journal-jfae/
Journal of Functional Biomaterials,https://www.mdpi.com/journal/jfb
Journal of Functional Morphology and Kinesiology,https://www.mdpi.com/journal/jfmk
Journal of Fundamental and Applied Sciences,https://websites.godaddy.com/pt-BR/editor/4c349823-c5b5-461c-8f36-d894bc42b33d/6ee87585-22f2-44b4-9e53-760b2e2771fd/edit/6be8ebae-cc2f-43ae-8d92-8f66a2442a89/mutator/card/0
Journal of Fungi,https://www.mdpi.com/journal/jof
Journal of Genetic and Environmental Resources Conservation,http://www.jgerc.com/
Journal of Geographic Information System,https://www.scirp.org/journal/jgis
Journal of Geoscience and Environment Protection,https://www.scirp.org/journal/gep
Journal of Geotechnical and Transportation Engineering,http://jgtte.com/
Journal of Global Biosciences,http://www.mutagens.co.in/
Journal of Global Business Management,http://www.jgbm.org/
Journal of Global Innovations in Agricultural and Social Sciences,http://jgiass.com/
Journal of Global Pharma Technology,https://jgpt.co.in/
Journal of Global Research in Computer Science,http://www.jgrcs.info/index.php/jgrcs
Journal of Health Economics and Outcomes Research,http://www.jheor.org/
"Journal of Health, Sport and Tourism",http://www.eu-print.org/tur.php
Journal of HerbMed Pharmacology,http://www.herbmedpharmacol.com/
"Journal of High Energy Physics, Gravitation and Cosmology",https://www.scirp.org/journal/jhepgc
Journal of Human Resource and Adult Learning,http://www.hraljournal.com/
Journal of Human Resource and Sustainability Studies,https://www.scirp.org/journal/jhrss
Journal of Humanities and Cultural Studies R&D,http://jrsdjournal.wix.com/humanities-cultural
Journal of Hydrology and Environment Research,http://jher.org/
Journal of IMAB,http://www.journal-imab-bg.org/
Journal of Imaging,https://www.mdpi.com/journal/jimaging
"Journal of Immune Based Therapies, Vaccines and Antimicrobials",https://www.scirp.org/journal/jibtva
Journal of Industrial and Intelligent Information,http://www.jiii.org/
Journal of Information Management,http://splpjim.org/
Journal of Information Security,https://www.scirp.org/journal/jis
Journal of Innovations in Applied Pharmaceutical Science,http://www.jiapsonline.com/
Journal of Innovations in Pharmaceuticals and Biological Sciences,http://www.jipbs.com/
Journal of Innovative Biology,http://jibresearch.com/
Journal of Innovative Engineering,http://www.jieonline.org/
Journal of Innovative Research and Solutions,http://www.jirasindia.com/
Journal of Intelligence,https://www.mdpi.com/journal/jintelligence
Journal of Intelligent Learning Systems and Applications,https://www.scirp.org/journal/jilsa
Journal of Intercultural Ethnopharmacology,http://www.jicep.com/
Journal of Interdisciplinary Histopathology,http://www.scopemed.org/?jid=60
Journal of International Academic Research for Multidisciplinary,http://www.jiarm.com/home.html
Journal of International Anatolia Sport Science,http://www.jiasscience.com/Anasayfa.Aspx
Journal of International Dental and Medical Research,https://www.jidmr.com/
Journal of International Environmental Application & Science,http://www.jieas.com/index.html
Journal of International Management Studies,http://www.jimsjournal.org/index.html
Journal of International Oral Health,http://www.jioh.org/
Journal of Investigational Biochemistry,http://www.scopemed.org/?jid=61
"Journal of Knowledge Management, Economics and Information Technology",http://www.scientificpapers.org/
Journal of Language and Literature,http://www.eu-print.org/filo.php
Journal of Law and Ethics,http://www.eu-print.org/etika.php
Journal of Low Power Electronics and Applications,https://www.mdpi.com/journal/jlpea
Journal of Management and Architecture Research,https://jomaar.com/index.php/jomaar
Journal of Manufacturing and Materials Processing,https://www.mdpi.com/journal/jmmp
Journal of Marine Science and Engineering,https://www.mdpi.com/journal/jmse
Journal of Materials and Environmental Science,http://www.jmaterenvironsci.com/
Journal of Materials Science and Chemical Engineering,https://www.scirp.org/journal/msce
Journal of Mathematical Finance,https://www.scirp.org/journal/jmf
Journal of Mathematics and Technology,http://www.eu-print.org/riy.php
Journal of Media & Mass Communication,http://www.jmmc.org/
Journal of Media Critiques,http://www.mediacritiques.net/index.php/jmc
Journal of Medical Biomedical and Applied Sciences,http://www.jmbm.in/index.php/jmbm
Journal of Medical Pharmaceutical and Allied Sciences,http://www.jmpas.com/index.php
Journal of Medical Research and Practice,http://jmrp.info/index.php/jmrp
Journal of Medical Science and Clinical Research,http://jmscr.igmpublication.org/home/
Journal of Medical Science and Technology,http://www.jmst.webs.com/
Journal of Microbiology and Antimicrobial Agents,http://jmaa.co.uk/
Journal of Middle East and North Africa Sciences,http://www.jomenas.org/home.html
Journal of Middle East Applied Science and Technology,http://jmeast.webs.com/
Journal of Minerals and Materials Characterization and Engineering,https://www.scirp.org/Journal/jmmce
Journal of Modern Physics,https://www.scirp.org/journal/jmp
Journal of Modern Science & Heritage,http://www.jmsh.eu/
Journal of Modern Science And Technology,http://jmstpapers.com/editorial_board
Journal of Molecular Pathology,https://www.mdpi.com/journal/jmp
Journal of Molecular Pathophysiology,http://www.scopemed.org/?jid=66
Journal of Multidisciplinary Developments,http://www.jomude.com/index.php/index/index
Journal of Multidisciplinary Engineering Science and Technology,http://www.jmest.org/
Journal of Multidisciplinary Engineering Science Studies,http://jmess.org/
Journal of Nano Innovation,http://nanoinnovationjournal.com/
Journal of Nanotheranostics,https://www.mdpi.com/journal/jnt
Journal of Natural Products,http://journalofnaturalproducts.com/
Journal of Nature and Science,http://www.jnsci.org/
Journal of Neurology & Neuromedicine,http://www.jneurology.com/index.php
Journal of New Sciences,http://www.jnsciences.org/
Journal of Novel Applied Sciences,http://jnasci.org/
Journal of Nuclear Engineering,https://www.mdpi.com/journal/jne
"Journal of Otorhinolaryngology, Hearing and Balance Medicine",https://www.mdpi.com/journal/ohbm
Journal of Personalized Medicine,https://www.mdpi.com/journal/jpm
Journal of Pharmaceutical and Bioanalytical Science,http://www.jpbscience.com/
Journal of Pharmaceutical and Biological Sciences,http://www.jpabs.org/
Journal of Pharmaceutical and Biomedical Sciences,http://www.jpbms.info/
"Journal of Pharmaceutical, Chemical and Biological Sciences",http://www.jpcbs.info/Home_Page.html
Journal of Pharmacognosy and Phytochemistry,http://www.phytojournal.com/
Journal of Pharmacology and Pharmacotherapeutics,http://www.jpharmacol.com/
Journal of Pharmacy Practice and Community Medicine,http://www.jppcm.org/
Journal of Pharmacy Research,http://jpronline.info/index.php/jpr/index
Journal of Physical Education Research,http://www.joper.org/
Journal of Physical Therapy Science,https://www.jstage.jst.go.jp/browse/jpts
Journal of Postharvest Technology,http://jpht.info/index.php/jpht/
Journal of Power and Energy Engineering,https://www.scirp.org/journal/jpee
Journal of Process Management New Technologies International,https://websites.godaddy.com/pt-BR/editor/4c349823-c5b5-461c-8f36-d894bc42b33d/6ee87585-22f2-44b4-9e53-760b2e2771fd/edit/6be8ebae-cc2f-43ae-8d92-8f66a2442a89/mutator/card/0
Journal of Psychology and Theology,http://www.dinz.info/
Journal of Quantum Information Science,https://www.scirp.org/journal/jqis
Journal of Rare Diseases Research & Treatment,http://rarediseasesjournal.com/index.php
Journal of Research and Opinion,http://researchopinion.info/
Journal of Research in Anaesthesology and Pain Medicine,http://www.jrapm.com/
Journal of Research in Biology,http://www.jresearchbiology.com/
Journal of Research in Computers and Technology,http://www.jrctonline.com/
Journal of Research in Ecology,http://ecologyresearch.info/
Journal of Research in Forensic Medicine and Toxicology,http://www.jrfmt.com/
Journal of Research in General Surgery and Laparoscopy,http://www.jegsl.com/
Journal of Research in Human Anatomy and Embryology,http://www.jrhae.com/
"Journal of Research in Obstetrics, Gynaecology and Infertility",http://www.jrogi.com/
Journal of Research in Preventive and Social Medicine,http://www.jrpsm.com/
Journal of Research in Psychiatry and Behavioural Sciences,http://www.jrpbs.com/
Journal of Research in Psychiatry and Behavioural Sciences,http://www.jrpbs.com/
"Journal of Research in Radiodiagnosis, Teleradiology and Imaging",http://www.jrrti.com/
Journal of Research in Traditional Medicine,http://www.tmjournal.org/
Journal of Respiration,https://www.mdpi.com/journal/jor
Journal of Risk and Financial Management,https://www.mdpi.com/journal/jrfm
Journal of Science,http://www.journalofscience.net/
Journal of Science and Its Applications,http://naukpublication.org/index.php/JOURNAL_SCIENCE_APPLICATIONS
Journal of Science and Technology Advances,http://www.imedpharm.com/journals/index.php/JSTA
Journal of Science Editing,http://journalofscienceediting.org/
Journal of Scientific and Engineering Research,http://jsaer.com/
Journal of Scientific Letters,http://www.jslsci.org/
Journal of Scientific Research and Development,http://jsrad.org/
Link Only,http://jsrd.org/index.html
Journal of Scientific Research in Pharmacy,http://www.jsrponline.com/
Journal of Scientific Research in Physical & Mathematical Sciences,http://www.jsrpms.com/index.php
Journal of Scientific Theory and Methods,http://journalofscientifictheoryandmethods.com/
Journal of Scientometric Research,http://www.jscires.org/
Journal of Sensor and Actuator Networks,https://www.mdpi.com/journal/jsan
Journal of Sensor Technology,https://www.scirp.org/journal/jst
Journal of Service Science and Managemenent,https://www.scirp.org/journal/jssm
Journal of Signal and Information Processing,https://www.scirp.org/journal/jsip
Journal of Social Issues & Humanities,http://www.journalsih.com/index.html
Journal of Software Engineering and Applications,https://www.scirp.org/journal/jsea
Journal of Software,http://www.jsoftware.us/
Journal of Southwest Jiaotong University,http://www.jsju.org/index.php/journal
Journal of Spectroscopy and Molecular Physics,https://websites.godaddy.com/pt-BR/editor/4c349823-c5b5-461c-8f36-d894bc42b33d/6ee87585-22f2-44b4-9e53-760b2e2771fd/edit/6be8ebae-cc2f-43ae-8d92-8f66a2442a89/mutator/card/0
Journal of Studies in Social Sciences and Humanities,http://www.jssshonline.com/
Journal of Surface Engineered Materials and Advanced Technology,https://www.scirp.org/journal/jsemat
Journal of Surgery & Patient Care,http://surgeryopenaccess.com/
Journal of Sustainable Bioenergy Systems,https://www.scirp.org/journal/jsbs
Journal of Talent Development and Excellence,http://www.iratde.com/
Journal of Telecommunications,http://www.journaloftelecommunications.co.uk/home
Journal of Textile Science and Technology,https://www.scirp.org/journal/jtst
Journal of The International Association of Advanced Technology and Science,http://www.jiaats.com/index.php
Journal of the Pancreas,http://www.joplink.net/
Journal of Theoretical and Applied Electronic Commerce Research,https://www.mdpi.com/journal/jtaer
Journal of Theoretical and Applied Information Technology,http://www.jatit.org/index.php
Journal of Transportation Technologies,https://www.scirp.org/journal/jtts
Journal of Trends in the Development of Machinery and Associated Technology,http://www.tmt.unze.ba/proceedings2014.php
Journal of Tuberculosis Research,https://www.scirp.org/journal/jtr
Journal of University of Shanghai for Science and Technology,https://jusst.org/
Journal of Vascular Diseases,https://www.mdpi.com/journal/jvd
Journal of Water Resource and Protection,https://www.scirp.org/Journal/jwarp
Journal of Xenobiotics,https://www.mdpi.com/journal/jox
Journal of Xi’an Shiyou University,https://www.xisdxjxsu.asia/
Journal of Xi’an University of Architecture & Technology,http://www.xajzkjdx.cn/
Journal of Xidian University,http://xadzkjdx.cn/
Journal of Zoological and Botanical Gardens,https://www.mdpi.com/journal/jzbg
Journalism and Media,https://www.mdpi.com/journal/journalmedia
Jundishapur Journal of Health Sciences,http://jjhsci.com/
Junior Scientific Researcher,http://www.jsrpublishing.com/
Jurnal Teknologi Informasi Dan Komunikasi Dalam Pendidikan,http://jurnal.unimed.ac.id/2012/index.php/teknologi
Jurnal Teknologi Pendidikan,http://jurnal.unimed.ac.id/2012/index.php/jtp
Jurnalul de Chirurgie,http://jurnaluldechirurgie.ro/
Kashmir Economic Review,http://ker.ajku.edu.pk/
Kidney and Dialysis,https://www.mdpi.com/journal/kidneydial
Kinases and Phosphatases,https://www.mdpi.com/journal/kinasesphosphatases
Knowledge,https://www.mdpi.com/journal/knowledge
Land,https://www.mdpi.com/journal/land
LangLit,http://www.langlit.org/
Languages,https://www.mdpi.com/journal/languages
Laws,https://www.mdpi.com/journal/laws
Lecture Notes on Software Engineering,http://www.lnse.org/
Legal Research Development,http://lrdjournal.com/
Letters in Applied NanoBioScience,http://nanobioletters.com/
LiBRI: Linguistic and Literary Broad Research and Innovation,http://www.edusoft.ro/brain/index.php/libri
Life,https://www.mdpi.com/journal/life
"Lingua: International Journal of Linguistics, Literature and Culture",http://ijllc.eu/
Liquids,https://www.mdpi.com/journal/liquids
Literature,https://www.mdpi.com/journal/literature
Livers,https://www.mdpi.com/journal/livers
Logics,https://www.mdpi.com/journal/logics
Logistics,https://www.mdpi.com/journal/logistics
Lokavishkar International E-Journal,http://liirj.org/
Low Carbon Economy,https://www.scirp.org/journal/lce
Lubricants,https://www.mdpi.com/journal/lubricants
Lymphatics,https://www.mdpi.com/journal/lymphatics
Machine Learning and Knowledge Extraction,https://www.mdpi.com/journal/make
Machines,https://www.mdpi.com/journal/machines
Macromol,https://www.mdpi.com/journal/macromol
Magnetism,https://www.mdpi.com/journal/magnetism
Magnetochemistry,https://www.mdpi.com/journal/magnetochemistry
MAGNT Research Report,http://brisjast.com/
Malti: International Hindi e-Research Journal,http://www.maltihindijournal.info/
Marine Drugs,https://www.mdpi.com/journal/marinedrugs
Material Science Research India,http://www.materialsciencejournal.org/
Materials,https://www.mdpi.com/journal/materials
Materials Proceedings *,https://www.mdpi.com/journal/materproc
Materials Sciences and Applications,https://www.scirp.org/journal/msa
Mathematical and Computational Applications,https://www.mdpi.com/journal/mca
Mathematical and Computational Applications,http://mcajournal.cbu.edu.tr/
Mathematics,https://www.mdpi.com/journal/mathematics
"Mechanics, Materials Science & Engineering Journal",http://mmse.xyz/en/
"Mechanics, Materials Science & Engineering Journal",https://mmse.xyz/en/
Medical – Surgical Nursing Journal,http://medsnj.com/en/index.html
Medical Research Archives,http://journals.ke-i.org/index.php/mra
Medical Sciences,https://www.mdpi.com/journal/medsci
Medical Sciences Forum *,https://www.mdpi.com/journal/msf
Medicina,https://www.mdpi.com/journal/medicina
Medicines,https://www.mdpi.com/journal/medicines
Medico Research Chronicles,http://www.medrech.com/
Mediterranean Journal of Biosciences,http://ojs.medjbio.com/index.php/medjbio
Mediterranean Journal of Chemistry,http://www.medjchem.com/index.php/medjchem/index
Mediterranean Journal of Modeling & Simulation,https://sites.google.com/site/lesimjms/home
Mediterranean Journal of Physics,http://ojs.medjphysics.com/index.php/medjphysics
MedLife Clinics,http://medlifeclinics.org/demo/
Membranes,https://www.mdpi.com/journal/membranes
Merits,https://www.mdpi.com/journal/merits
Metabolites,https://www.mdpi.com/journal/metabolites
Metals,https://www.mdpi.com/journal/metals
Meteorology,https://www.mdpi.com/journal/meteorology
Methane,https://www.mdpi.com/journal/methane
Methods and Protocols,https://www.mdpi.com/journal/mps
Metrology,https://www.mdpi.com/journal/metrology
Micro,https://www.mdpi.com/journal/micro
Microbiology Research,https://www.mdpi.com/journal/microbiolres
Micromachines,https://www.mdpi.com/journal/micromachines
Microorganisms,https://www.mdpi.com/journal/microorganisms
Microplastics,https://www.mdpi.com/journal/microplastics
Microscopy Research,https://www.scirp.org/journal/mr
Minerals,https://www.mdpi.com/journal/minerals
Mining,https://www.mdpi.com/journal/mining
Mintage Journal of Pharmaceutical and Medical Sciences,http://www.mintagejournals.com/
Mitteilungen Klosterneuburg,http://mitt-klosterneuburg.com/index.html
Mitteilungen Saechsischer Entomologen,http://jamespublications.com/Mitteilungen_Saechsischer_Entomologen
Modeling and Numerical Simulation of Material Science,https://www.scirp.org/journal/mnsms
Modelling,https://www.mdpi.com/journal/modelling
Modern Behavioral Science,http://pwriters.com/index.php/mbs/index
Modern Chemotherapy,https://www.scirp.org/journal/mc
Modern Economy,https://www.scirp.org/journal/me
Modern Instrumentation,https://www.scirp.org/journal/mi
Modern Journal of Language Teaching Methods,http://www.mjltm.com/index.php
Modern Mechanical Engineering,https://www.scirp.org/journal/mme
Modern Plastic Surgery,https://www.scirp.org/journal/mps
Modern Research in Catalysis,https://www.scirp.org/journal/mrc
Modern Research in Inflammation,https://www.scirp.org/journal/mri
Molbank,https://www.mdpi.com/journal/molbank
Molecules,https://www.mdpi.com/journal/molecules
Mugla Journal of Science and Technology,http://dergipark.gov.tr/muglajsci
Multidisciplinary Scientific Reviewer,http://oiirj.org/oiirj/msr/
Multimodal Technologies and Interaction,https://www.mdpi.com/journal/mti
Munis Entomology & Zoology,http://www.munisentzool.org/
Muscles,https://www.mdpi.com/journal/muscles
Nanoenergy Advances,https://www.mdpi.com/journal/nanoenergyadv
Nanomanufacturing,https://www.mdpi.com/journal/nanomanufacturing
Nanomaterials,https://www.mdpi.com/journal/nanomaterials
NanoWorld Journal,http://www.jnanoworld.com/index.php
National Journal of Basic Medical Sciences,http://njbms.com/
National Journal of Commerce and Management,http://njcm.pratibha-spandan.org/
National Journal of Community Medicine,http://www.njcmindia.org/home
National Journal of Medical and Dental Research,http://njmdr.org/
"National Journal of Physiology, Pharmacy, and Pharmacology",http://www.njppp.com/
Natural Resources,https://www.scirp.org/journal/nr
Natural Science,https://www.scirp.org/journal/ns
Network,https://www.mdpi.com/journal/network
Neuroglia,https://www.mdpi.com/journal/neuroglia
Neurology International,https://www.mdpi.com/journal/neurolint
Neuropsychiatry (London),https://www.jneuropsychiatry.org/
NeuroSci,https://www.mdpi.com/journal/neurosci
Neuroscience and Medicine,https://www.scirp.org/journal/nm
New Journal of Glass and Ceramics,https://www.scirp.org/journal/njgc
Nitrogen,https://www.mdpi.com/journal/nitrogen
Non-Coding RNA,https://www.mdpi.com/journal/ncrna
North American Journal of Medical Sciences,http://www.najms.org/
Norwegian Journal of Development of the International Science,http://www.njd-iscience.com/njdis/
Nursing and Midwifery Studies,http://www.nmsjournal.com/
Nursing Reports,https://www.mdpi.com/journal/nursrep
Nutraceuticals,https://www.mdpi.com/journal/nutraceuticals
Nutrients,https://www.mdpi.com/journal/nutrients
Obesities,https://www.mdpi.com/journal/obesities
Occupational Diseases and Environmental Medicine,https://www.scirp.org/journal/odem
Oceans,https://www.mdpi.com/journal/oceans
OIDA International Journal of Sustainable Development,http://www.ontariointernational.org/Publications.html
Onco,https://www.mdpi.com/journal/onco
"Oncology, Gastroenterology and Hepatology Reports",http://www.oghreports.org/
Oncoscience,http://www.impactjournals.com/oncoscience/index.php
Oncotarget,http://www.impactjournals.com/oncotarget/index.php?journal=oncotarget&page=index
Online International Interdisciplinary Research Journal,http://oiirj.org/oiirj/
Online Journal of Communication and Media Technologies,http://www.ojcmt.net/
Online Journal of Library & Information Science,http://ojlis.sel.org.pk/
Opción,http://www.scieloopcion.com/
Open Access Journal of Science and Technology,http://oajost.com/
Open Access Library Journal,https://www.scirp.org/journal/oalibj
Open Journal of Accounting,https://www.scirp.org/journal/ojacct
Open Journal of Acoustics,https://www.scirp.org/journal/oja
Open Journal of Air Pollution,https://www.scirp.org/journal/ojap
Open Journal of Anesthesiology,https://www.scirp.org/journal/ojanes
Open Journal of Animal Sciences,https://www.scirp.org/journal/ojas
Open Journal of Antennas and Propagation,https://www.scirp.org/journal/ojapr
Open Journal of Apoptosis,https://www.scirp.org/journal/OJApo
Open Journal of Applied Biosensor,https://www.scirp.org/journal/ojab
Open Journal of Applied Sciences,https://www.scirp.org/journal/ojapps
Open Journal of Biophysics,https://www.scirp.org/journal/ojbiphy
Open Journal of Blood Diseases,https://www.scirp.org/journal/ojbd
Open Journal of Business and Management,https://www.scirp.org/journal/ojbm
Open Journal of Civil Engineering,https://www.scirp.org/journal/ojce
Open Journal of Clinical & Medical Case Reports,http://jclinmedcasereports.com/index.html
Open Journal of Clinical & Medical Sciences,http://jclinmedsciences.com/index.html
Open Journal of Clinical Diagnostics,https://www.scirp.org/journal/ojcd
Open Journal of Composite Materials,https://www.scirp.org/journal/ojcm
Open Journal of Depression,https://www.scirp.org/journal/ojd
Open Journal of Discrete Mathematics,https://www.scirp.org/journal/ojdm
Open Journal of Earthquake Research,https://www.scirp.org/journal/ojer
Open Journal of Ecology,https://www.scirp.org/journal/oje
Open Journal of Emergency Medicine,https://www.scirp.org/journal/ojem
Open Journal of Endocrine and Metabolic Diseases,https://www.scirp.org/journal/ojemd
Open Journal of Energy Efficiency,https://www.scirp.org/journal/ojee
Open Journal of Epidemiology,https://www.scirp.org/journal/ojepi
